-6.427876 -7.660444 -30.000000 
-2.597654 -10.874382 -40.000000 
10.258098 4.446506 -40.000000 
6.427876 7.660444 -30.000000 

-6.427876 -7.660444 -30.000000 
-2.597654 -10.874382 -20.000000 
10.258098 4.446506 -20.000000 
6.427876 7.660444 -30.000000 

-6.427876 -7.660444 -30.000000 
-10.258098 -4.446506 -20.000000 
2.597654 10.874382 -20.000000 
6.427876 7.660444 -30.000000 

-6.427876 -7.660444 -30.000000 
-10.258098 -4.446506 -40.000000 
2.597654 10.874382 -40.000000 
6.427876 7.660444 -30.000000 

-6.427876 -7.660444 -30.000000 
-2.597654 -10.874382 -40.000000 
10.258098 4.446506 -40.000000 
6.427876 7.660444 -30.000000 

#

